X,B,CD4T,CD8T,G,Mo,NK,RBC
cg21278103,0.94053,0.511153,0.522057,0.121285,0.157914,0.516475,0.259087
cg21291385,0.893546,0.061538,0.077899,0.111563,0.413298,0.167755,0.676638
cg21301514,0.134103,0.398229,0.153085,0.150671,0.12015,0.088022,0.157576
cg21340621,0.286369,0.638207,0.827307,0.094464,0.06636,0.349631,0.213102
cg21407899,0.357747,0.056658,0.080333,0.146714,0.167827,0.071458,0.068953
cg21470947,0.056725,0.132693,0.132701,0.252758,0.226143,0.104531,0.502996
cg21535657,0.219236,0.527099,0.358788,0.096053,0.105568,0.204165,0.129692
cg21543859,0.128919,0.269474,0.467446,0.091066,0.095067,0.150266,0.100178
cg21604136,0.115358,0.200643,0.239543,0.214265,0.213795,0.429397,0.193032
cg21639114,0.076855,0.114914,0.267719,0.062197,0.066199,0.11344,0.071799
cg21645848,0.124152,0.127107,0.148113,0.077484,0.07962,0.313513,0.098783
cg21647278,0.944986,0.572452,0.561587,0.670738,0.749416,0.681355,0.758042
cg21671607,0.795622,0.455181,0.495782,0.080133,0.087199,0.289037,0.142535
cg21685776,0.145902,0.186648,0.295626,0.132807,0.161313,0.495644,0.157463
cg21706771,0.885385,0.66656,0.693069,0.676265,0.722914,0.670413,0.371001
cg21774136,0.265333,0.245508,0.314321,0.902108,0.721629,0.408099,0.40588
cg21828951,0.73663,0.05721,0.043116,0.045467,0.419132,0.146853,0.16783
cg21847347,0.04612,0.161864,0.167519,0.042482,0.049489,0.328234,0.106653
cg21890646,0.847144,0.081242,0.116561,0.602051,0.530206,0.235046,0.665493
cg21916461,0.070175,0.134439,0.128837,0.09224,0.083577,0.390595,0.100911
cg21920221,0.129666,0.107304,0.108645,0.102331,0.106339,0.112847,0.377157
cg22001211,0.090805,0.070478,0.105046,0.221653,0.18066,0.408128,0.165062
cg22004069,0.694946,0.32651,0.38436,0.31391,0.324517,0.527283,0.205372
cg22065498,0.124986,0.437697,0.235124,0.096947,0.099316,0.090857,0.136622
cg22073152,0.439969,0.073743,0.078298,0.16163,0.120883,0.174559,0.184192
cg22077313,0.743496,0.44138,0.406864,0.192071,0.311855,0.123014,0.305189
cg22148297,0.040992,0.045989,0.044474,0.056771,0.046568,0.044484,0.311525
cg22168796,0.040282,0.036641,0.044649,0.03683,0.039707,0.039061,0.375301
cg22184990,0.110438,0.103553,0.087782,0.06531,0.064076,0.057875,0.561208
cg22210337,0.067816,0.260001,0.079513,0.033901,0.038498,0.03639,0.042949
cg22221074,0.680558,0.462211,0.368132,0.373627,0.410905,0.361775,0.529587
cg22234930,0.811368,0.286384,0.446959,0.068981,0.07709,0.429024,0.537547
cg22285621,0.434618,0.13773,0.126435,0.082228,0.080263,0.089328,0.136555
cg22305268,0.350348,0.729912,0.510596,0.245087,0.299835,0.499491,0.140603
cg22334880,0.517068,0.10692,0.118358,0.083714,0.117634,0.130614,0.132196
cg22360318,0.139655,0.129196,0.237447,0.113384,0.118116,0.617823,0.357588
cg22377043,0.15139,0.433281,0.174083,0.146239,0.151042,0.249249,0.118012
cg22400059,0.15044,0.132066,0.101898,0.409863,0.175773,0.116072,0.181926
cg22417613,0.699482,0.059381,0.058084,0.377067,0.490831,0.12505,0.352589
cg22437221,0.895742,0.208375,0.126544,0.184748,0.554461,0.427205,0.60367
cg22446709,0.776816,0.057731,0.064389,0.046067,0.057179,0.055872,0.08544
cg22453435,0.197829,0.166998,0.349272,0.16049,0.176972,0.192812,0.072477
cg22478952,0.062419,0.196486,0.39114,0.060888,0.061097,0.189843,0.078571
cg22481960,0.059352,0.135388,0.304419,0.057602,0.057232,0.13126,0.056064
cg22507023,0.076917,0.160287,0.242248,0.096396,0.097919,0.435544,0.189062
cg22507354,0.651934,0.21765,0.178151,0.202455,0.23424,0.290092,0.263586
cg22571544,0.634838,0.328252,0.223223,0.321401,0.187114,0.193552,0.359475
cg22595391,0.060366,0.062101,0.062359,0.150105,0.068459,0.068755,0.340375
cg22595920,0.912741,0.716762,0.700005,0.148851,0.176036,0.706765,0.703029
cg22632840,0.381842,0.081558,0.081821,0.027449,0.030196,0.034912,0.055168
cg22677556,0.897297,0.078972,0.083891,0.704571,0.285372,0.582591,0.698505
cg22707438,0.085801,0.065873,0.207496,0.054317,0.059844,0.415713,0.110544
cg22753630,0.475135,0.335271,0.628184,0.365733,0.402486,0.395729,0.291553
cg22770911,0.698355,0.197787,0.479202,0.510682,0.514184,0.356208,0.421511
cg22797644,0.320325,0.193703,0.24977,0.291453,0.31847,0.54643,0.242261
cg22814740,0.810569,0.591492,0.560589,0.550786,0.595923,0.51038,0.479425
cg22855933,0.077701,0.099126,0.088733,0.068068,0.071469,0.273061,0.080502
cg22888848,0.113004,0.643055,0.634491,0.552186,0.280585,0.817949,0.577675
cg22897715,0.081346,0.275167,0.275331,0.037949,0.050685,0.696484,0.120399
cg22929787,0.508333,0.522874,0.574761,0.444344,0.431944,0.779291,0.426232
cg22935653,0.613146,0.124924,0.084772,0.458402,0.455317,0.309581,0.369436
cg22948808,0.254709,0.582571,0.867879,0.256083,0.109129,0.516134,0.206435
cg23013029,0.04551,0.061445,0.061657,0.047334,0.044678,0.09088,0.445384
cg23028436,0.442325,0.178201,0.156078,0.054501,0.070118,0.071444,0.21085
cg23072086,0.39543,0.06257,0.07411,0.152594,0.067111,0.063312,0.130441
cg23096806,0.908377,0.663868,0.201046,0.644112,0.705263,0.223589,0.743028
cg23098068,0.62252,0.48273,0.815396,0.207047,0.117371,0.49231,0.209001
cg23098529,0.868101,0.678943,0.707093,0.105367,0.456091,0.632986,0.667596
cg23144473,0.849284,0.269559,0.241523,0.112447,0.18593,0.107496,0.146585
cg23172671,0.332917,0.058028,0.075098,0.13659,0.0889,0.549585,0.259659
cg23173586,0.778165,0.089183,0.157937,0.500958,0.4866,0.291157,0.286586
cg23257859,0.811675,0.551712,0.585387,0.586526,0.607659,0.478522,0.457229
cg23280720,0.31681,0.049441,0.050125,0.872239,0.651551,0.433165,0.665478
cg23281123,0.239958,0.320669,0.483687,0.331787,0.199295,0.637346,0.484825
cg23305408,0.107773,0.130844,0.137161,0.095551,0.111285,0.300106,0.121204
cg23313885,0.717254,0.252202,0.222213,0.384435,0.434377,0.114867,0.54394
cg23343486,0.402978,0.112041,0.121658,0.11505,0.132577,0.141776,0.153523
cg23344321,0.776252,0.568873,0.577014,0.082509,0.087864,0.10781,0.22974
cg23352695,0.081539,0.059641,0.063738,0.063908,0.06911,0.062698,0.38407
cg23357708,0.890707,0.153178,0.201157,0.076152,0.069283,0.161811,0.457053
cg23371436,0.12168,0.423326,0.445563,0.470273,0.514565,0.711918,0.217698
cg23378365,0.042424,0.041557,0.045109,0.043522,0.043939,0.053618,0.307793
cg23398076,0.071557,0.101579,0.102286,0.058135,0.058589,0.360979,0.072969
cg23408558,0.882987,0.273736,0.29255,0.67599,0.724514,0.343203,0.311627
cg23459424,0.85151,0.509482,0.564084,0.570973,0.437123,0.63338,0.60397
cg23515460,0.047235,0.0509,0.047021,0.047103,0.045054,0.241218,0.047943
cg23522475,0.256705,0.329518,0.497797,0.054522,0.0604,0.079127,0.073763
cg23523668,0.840653,0.484748,0.344261,0.596422,0.652558,0.373797,0.323454
cg23551494,0.808322,0.456478,0.377431,0.195988,0.087616,0.560631,0.472434
cg23565821,0.764826,0.500525,0.526704,0.572445,0.302762,0.536991,0.451036
cg23589035,0.761147,0.246674,0.456909,0.11849,0.455256,0.535998,0.208435
cg23606023,0.081628,0.178867,0.204396,0.086844,0.101867,0.436721,0.172413
cg23632791,0.183328,0.391062,0.559988,0.191651,0.198152,0.21312,0.17634
cg23668631,0.703297,0.43233,0.503937,0.085725,0.257316,0.367233,0.457974
cg23682913,0.899079,0.41637,0.116223,0.05386,0.315729,0.587019,0.484026
cg23750151,0.032975,0.038167,0.034485,0.350172,0.164649,0.137736,0.099298
cg23756272,0.899922,0.738534,0.716265,0.382281,0.146789,0.616674,0.611383
cg23763137,0.051088,0.054225,0.053421,0.057379,0.133674,0.062861,0.338774
cg23770271,0.883964,0.559798,0.346853,0.250278,0.378708,0.43089,0.640284
cg23792308,0.822531,0.054334,0.061794,0.058222,0.298193,0.068352,0.129023
cg23813257,0.813409,0.417774,0.420598,0.601225,0.62733,0.540206,0.440186
cg23840053,0.148352,0.387715,0.573665,0.164837,0.165717,0.238839,0.111853
cg23889684,0.047495,0.047407,0.044589,0.529487,0.049259,0.078018,0.170198
cg23902361,0.785566,0.128475,0.100155,0.509312,0.541631,0.400259,0.555768
cg23954655,0.074798,0.072375,0.078641,0.833367,0.14848,0.226358,0.605183
cg23966363,0.146649,0.112696,0.058216,0.063301,0.08904,0.056676,0.610428
cg24009881,0.41933,0.389158,0.616056,0.082646,0.080166,0.424916,0.275418
cg24019564,0.838347,0.598653,0.355267,0.483326,0.620491,0.372442,0.509185
cg24030370,0.062345,0.207609,0.406423,0.056498,0.059855,0.110359,0.062312
cg24038105,0.718653,0.518268,0.449703,0.402329,0.122427,0.13697,0.468599
cg24130739,0.405271,0.48832,0.70151,0.092307,0.073354,0.255699,0.499201
cg24135977,0.139652,0.160714,0.149343,0.17252,0.148111,0.137373,0.339094
cg24171555,0.908485,0.706555,0.753213,0.301248,0.397245,0.586903,0.701362
cg24173182,0.279329,0.374874,0.397656,0.217833,0.242119,0.651503,0.332921
cg24242519,0.0524,0.20643,0.454481,0.237549,0.200368,0.079529,0.193035
cg24243879,0.120509,0.120871,0.345012,0.25937,0.543876,0.132893,0.257892
cg24254387,0.066476,0.059565,0.064579,0.060379,0.066599,0.354948,0.110657
cg24333845,0.687868,0.111354,0.090912,0.067166,0.069764,0.06926,0.089885
cg24376955,0.891387,0.638697,0.644775,0.659947,0.520336,0.725529,0.650007
cg24383418,0.152762,0.153699,0.161099,0.130585,0.13804,0.445978,0.119533
cg24384195,0.065832,0.105506,0.1545,0.130995,0.088543,0.142952,0.429518
cg24461171,0.884328,0.550918,0.563888,0.290833,0.199719,0.515961,0.650428
cg24475171,0.066096,0.072977,0.073754,0.04131,0.052551,0.335743,0.110645
cg24497361,0.80688,0.334903,0.446885,0.411354,0.47158,0.208122,0.533632
cg24536818,0.694022,0.047515,0.062767,0.135962,0.153761,0.267169,0.122286
cg24588278,0.59298,0.336361,0.356841,0.263624,0.23585,0.386544,0.239479
cg24594504,0.559466,0.047509,0.116287,0.044664,0.089143,0.05162,0.277263
cg24605046,0.587773,0.405713,0.312697,0.302383,0.37649,0.289604,0.429944
cg24610561,0.227327,0.106298,0.118739,0.039327,0.060186,0.411961,0.258276
cg24615189,0.070313,0.198955,0.393534,0.105131,0.087181,0.196152,0.117716
cg24641737,0.895647,0.064442,0.074362,0.094382,0.082966,0.068248,0.568155
cg24650940,0.325912,0.502076,0.505509,0.340992,0.332364,0.779895,0.228941
cg24655262,0.839067,0.617297,0.620874,0.50568,0.645537,0.657061,0.468002
cg24674269,0.755281,0.401913,0.382371,0.33917,0.15775,0.32125,0.554307
cg24675730,0.854364,0.549041,0.68348,0.466873,0.632825,0.663117,0.228639
cg24690709,0.055224,0.357382,0.756722,0.087329,0.062035,0.560835,0.500578
cg24702826,0.092206,0.657171,0.441065,0.214004,0.127174,0.364357,0.279753
cg24727480,0.632535,0.091107,0.135932,0.212231,0.113091,0.371083,0.437963
cg24738036,0.91598,0.626361,0.388197,0.340671,0.526408,0.503908,0.707239
cg24742520,0.92244,0.388371,0.612325,0.238028,0.627005,0.478975,0.219044
cg24833674,0.154286,0.148583,0.107938,0.10032,0.112405,0.356713,0.08599
cg24834394,0.937529,0.371279,0.385947,0.114762,0.434156,0.424147,0.677359
cg24840062,0.367271,0.173585,0.068103,0.051638,0.083141,0.20128,0.131335
cg24877510,0.083998,0.082615,0.086341,0.089863,0.114834,0.219942,0.414876
cg24904788,0.043452,0.529362,0.362375,0.043596,0.045979,0.040989,0.045862
cg24947456,0.689591,0.157114,0.127393,0.067982,0.072074,0.081944,0.440026
cg24998981,0.883358,0.504695,0.504298,0.383708,0.566542,0.691934,0.702588
cg24999588,0.041894,0.092733,0.06099,0.046599,0.061879,0.056048,0.338665
cg25013586,0.899421,0.54706,0.511854,0.553128,0.573934,0.352723,0.715777
cg25020550,0.434602,0.293624,0.349917,0.565224,0.527429,0.835685,0.641457
cg25064052,0.102503,0.092188,0.099526,0.118894,0.10081,0.099402,0.517147
cg25083732,0.869282,0.548735,0.660998,0.095322,0.107448,0.588235,0.481249
cg25100871,0.559509,0.318096,0.616068,0.572968,0.467806,0.767028,0.412354
cg25103161,0.178364,0.14786,0.126946,0.247502,0.238583,0.466248,0.195936
cg25104397,0.221672,0.078007,0.116738,0.101082,0.090165,0.441476,0.151064
cg25110523,0.887335,0.382843,0.298823,0.361915,0.380797,0.176727,0.628591
cg25114611,0.087204,0.431336,0.282502,0.351626,0.245744,0.610527,0.258474
cg25124966,0.654084,0.112958,0.156564,0.133027,0.365774,0.415342,0.302389
cg25133951,0.051189,0.278246,0.10507,0.806539,0.495577,0.17539,0.608201
cg25155774,0.059513,0.067395,0.073004,0.059704,0.056875,0.325139,0.076814
cg25191332,0.063404,0.072288,0.065478,0.068444,0.065574,0.074078,0.398163
cg25221975,0.916604,0.678061,0.601375,0.75275,0.692723,0.344691,0.564128
cg25287071,0.636231,0.464519,0.337687,0.343648,0.40265,0.460688,0.225995
cg25310233,0.095007,0.057156,0.05606,0.419316,0.39378,0.650168,0.23003
cg25336765,0.935743,0.366461,0.411812,0.080793,0.089356,0.136707,0.643657
cg25342059,0.735794,0.233916,0.292895,0.42529,0.535042,0.172746,0.266725
cg25384897,0.037786,0.036443,0.036156,0.036476,0.036701,0.036445,0.191714
cg25422678,0.88656,0.233052,0.377387,0.415694,0.21964,0.38305,0.641023
cg25436152,0.906415,0.665326,0.645206,0.752064,0.720854,0.680624,0.678426
cg25440680,0.107082,0.064595,0.061933,0.062004,0.062706,0.056457,0.266394
cg25539628,0.700379,0.51868,0.45412,0.466572,0.350455,0.289961,0.381237
cg25554283,0.031667,0.037536,0.238953,0.035,0.037568,0.034733,0.029152
cg25573710,0.871328,0.294416,0.425417,0.512387,0.618925,0.606032,0.674428
cg25587091,0.044376,0.067015,0.074494,0.034238,0.038729,0.050411,0.328822
cg25598890,0.064932,0.235458,0.067654,0.045052,0.047668,0.042116,0.564454
cg25616055,0.701692,0.041588,0.04118,0.044042,0.102109,0.066866,0.433775
cg25690715,0.074013,0.073059,0.124811,0.06722,0.07136,0.30376,0.094707
cg25720264,0.885098,0.468764,0.400843,0.350053,0.567763,0.550947,0.628688
cg25724895,0.84814,0.612455,0.533486,0.069276,0.098563,0.150261,0.493744
cg25728685,0.085436,0.269614,0.438979,0.081358,0.080861,0.157955,0.093037
cg25753024,0.343186,0.06803,0.063081,0.058927,0.061429,0.067803,0.082636
cg25780389,0.056645,0.111356,0.116246,0.138588,0.075045,0.110656,0.319819
cg25814969,0.078489,0.309242,0.299517,0.183445,0.175799,0.647773,0.376569
cg25817701,0.043418,0.168999,0.129603,0.483514,0.36831,0.791794,0.575435
cg25841008,0.223492,0.235567,0.321982,0.273755,0.165169,0.502599,0.150166
cg25860737,0.822232,0.388129,0.343977,0.63305,0.631404,0.409813,0.63271
cg25877299,0.8233,0.631069,0.38763,0.59618,0.643232,0.41532,0.296555
cg25883405,0.236103,0.287877,0.470799,0.136993,0.09883,0.145332,0.208574
cg25885803,0.175729,0.344622,0.50801,0.095176,0.086645,0.217804,0.129815
cg25922751,0.059599,0.088939,0.066663,0.056569,0.060572,0.058931,0.304596
cg25923609,0.259793,0.109389,0.109053,0.074021,0.079369,0.101053,0.082739
cg25948982,0.070181,0.157683,0.250394,0.051004,0.062771,0.424934,0.129239
cg25966016,0.539509,0.116652,0.201931,0.652957,0.44037,0.803268,0.548306
cg25983531,0.885537,0.492046,0.428146,0.105397,0.1372,0.152307,0.615808
cg25988214,0.632059,0.328368,0.337477,0.275253,0.2819,0.431847,0.459769
cg26043955,0.395059,0.576547,0.553336,0.800999,0.610778,0.552522,0.646857
cg26050975,0.090035,0.1674,0.169405,0.057208,0.058444,0.468468,0.099134
cg26051755,0.20223,0.155206,0.136207,0.136081,0.084288,0.355217,0.116084
cg26055899,0.852038,0.161589,0.159617,0.550807,0.369315,0.163572,0.612357
cg26077811,0.184468,0.358152,0.348064,0.558666,0.340671,0.296127,0.403117
cg26169783,0.458736,0.476559,0.462309,0.797132,0.17633,0.247993,0.6317
cg26180383,0.418016,0.201681,0.29153,0.71995,0.273316,0.513254,0.443882
cg26218110,0.055393,0.357931,0.321557,0.204657,0.125951,0.603382,0.258816
cg26253134,0.861219,0.564648,0.543541,0.154978,0.273273,0.198054,0.521678
cg26274662,0.206852,0.111658,0.156138,0.180918,0.150087,0.422841,0.169425
cg26282047,0.35181,0.370221,0.522702,0.492836,0.451865,0.676604,0.500053
cg26333751,0.036796,0.032267,0.03783,0.169138,0.055936,0.057016,0.330611
cg26340050,0.062256,0.083606,0.066734,0.089105,0.050178,0.049161,0.312671
cg26341831,0.05703,0.058675,0.041931,0.503103,0.137984,0.135813,0.152366
cg26348226,0.068217,0.318546,0.480546,0.118827,0.096766,0.719547,0.227274
cg26357596,0.10143,0.056641,0.057112,0.097988,0.075657,0.064809,0.292138
cg26366091,0.829788,0.305893,0.366226,0.080612,0.050207,0.16584,0.552074
cg26371345,0.046204,0.049451,0.048315,0.052532,0.050225,0.044983,0.369324
cg26426690,0.872534,0.690491,0.702533,0.681514,0.586555,0.33094,0.243009
cg26427498,0.897999,0.432042,0.442465,0.049661,0.070325,0.579474,0.658263
cg26437845,0.646412,0.405511,0.253345,0.433117,0.449803,0.26157,0.397767
cg26460530,0.777904,0.071651,0.165782,0.532412,0.610668,0.373835,0.252599
cg26473818,0.083438,0.094973,0.104988,0.247503,0.216914,0.098304,0.574522
cg26482164,0.543319,0.241189,0.195254,0.041519,0.051397,0.074382,0.364532
cg26506790,0.537669,0.459018,0.450606,0.811564,0.287016,0.442689,0.605746
cg26509250,0.295505,0.54515,0.483162,0.111475,0.773458,0.514699,0.572752
cg26550235,0.063468,0.305298,0.510713,0.069192,0.05482,0.077006,0.061892
cg26567688,0.735054,0.080593,0.138097,0.454757,0.54013,0.507596,0.226976
cg26572165,0.050653,0.093703,0.056599,0.152568,0.203429,0.059456,0.395686
cg26579601,0.045893,0.141265,0.331141,0.036115,0.034999,0.033782,0.03517
cg26599989,0.773963,0.391973,0.404424,0.523566,0.568099,0.244358,0.403975
cg26604214,0.079369,0.223539,0.231639,0.095912,0.088088,0.5248,0.127229
cg26610808,0.633296,0.375526,0.309296,0.391157,0.313378,0.158739,0.355839
cg26684776,0.104201,0.09303,0.071461,0.06719,0.083207,0.057658,0.450263
cg26687579,0.292354,0.393114,0.382137,0.37501,0.338961,0.709145,0.300723
cg26727372,0.758248,0.296322,0.456352,0.075377,0.322904,0.092789,0.125368
cg26775866,0.241142,0.565148,0.731965,0.213404,0.203179,0.400169,0.166848
cg26789453,0.079219,0.286792,0.440426,0.082583,0.091985,0.320631,0.701738
cg26800893,0.052341,0.052642,0.048227,0.192165,0.286986,0.555185,0.245457
cg26811705,0.228341,0.159002,0.139793,0.181718,0.184914,0.545762,0.270339
cg26823762,0.05531,0.195916,0.410263,0.057751,0.064604,0.662171,0.145446
cg26833120,0.121557,0.20548,0.225405,0.085957,0.103812,0.480464,0.200395
cg26838949,0.612112,0.096383,0.193846,0.140442,0.218578,0.39825,0.139313
cg26840755,0.07188,0.062282,0.07053,0.077764,0.077116,0.067874,0.228736
cg26851933,0.085061,0.08384,0.096062,0.087532,0.077262,0.342681,0.097007
cg26863600,0.073946,0.197005,0.32092,0.070638,0.084648,0.507111,0.228055
cg26874367,0.603059,0.20387,0.186659,0.042511,0.045123,0.114896,0.430728
cg26876444,0.075899,0.286516,0.446144,0.069013,0.0673,0.145328,0.067617
cg26899651,0.146642,0.086789,0.074942,0.159885,0.159773,0.081355,0.369593
cg26902557,0.076611,0.294969,0.464702,0.074566,0.074885,0.070681,0.065818
cg26963090,0.829051,0.519659,0.563189,0.258302,0.440374,0.498634,0.554083
cg26971042,0.069893,0.074844,0.06412,0.188269,0.182124,0.678192,0.143916
cg26982104,0.571412,0.57938,0.746158,0.11761,0.136192,0.546424,0.279529
cg26986871,0.214626,0.381624,0.069048,0.09199,0.06675,0.066739,0.201211
cg26991761,0.301556,0.124635,0.117204,0.100123,0.107665,0.107773,0.141114
cg27027151,0.055973,0.794207,0.488621,0.21205,0.211296,0.156713,0.211592
cg27029518,0.635579,0.286646,0.282909,0.144733,0.282226,0.341104,0.440937
cg27049094,0.856857,0.086859,0.092541,0.344093,0.497414,0.407861,0.607502
cg27051683,0.398739,0.076321,0.082054,0.861668,0.468309,0.467149,0.616333
cg27110054,0.239918,0.63456,0.445626,0.265024,0.263963,0.170322,0.201002
cg27122888,0.101407,0.090024,0.164799,0.080039,0.085714,0.6104,0.270949
cg27159719,0.107873,0.051562,0.055493,0.064185,0.109234,0.06637,0.365967
cg27166718,0.413658,0.052917,0.050266,0.108671,0.192844,0.057705,0.220851
cg27200006,0.526877,0.109328,0.148668,0.251444,0.255251,0.316564,0.347894
cg27203560,0.884177,0.151545,0.67256,0.168806,0.37794,0.485889,0.172937
cg27239243,0.55542,0.119597,0.232071,0.174975,0.33861,0.110362,0.199014
cg27295342,0.07203,0.100013,0.09789,0.065855,0.072108,0.458993,0.112314
cg27366532,0.905903,0.32264,0.460736,0.683556,0.457928,0.230689,0.281772
cg27370104,0.846109,0.281309,0.247345,0.49457,0.549887,0.493693,0.581558
cg27407935,0.864216,0.647573,0.299387,0.31015,0.288517,0.672206,0.506779
cg27416337,0.612226,0.150553,0.135571,0.386712,0.334685,0.347044,0.226448
cg27470087,0.065458,0.18466,0.22118,0.066263,0.054805,0.440928,0.235665
cg27471192,0.676278,0.158551,0.145668,0.07946,0.077919,0.07962,0.267982
cg27492103,0.908615,0.102217,0.076138,0.088388,0.472539,0.467501,0.708176
cg27507284,0.834029,0.419064,0.440099,0.069776,0.079473,0.120712,0.627824
cg27565899,0.053798,0.215984,0.173792,0.459555,0.410238,0.685344,0.20919
ch.1.176851855F,0.024826,0.048885,0.212672,0.030246,0.029496,0.045744,0.02787
ch.10.20960905R,0.055037,0.108968,0.05633,0.050229,0.065668,0.274128,0.059423
ch.2.101965435R,0.040298,0.128852,0.316431,0.040426,0.052017,0.162111,0.050091
ch.6.33611621F,0.031947,0.34184,0.50038,0.02967,0.033475,0.105111,0.033649
